"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2"
"https://www.google.co.th/maps/place/%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B0%E0%B8%AD%E0%B8%B2%E0%B8%94%E2%80%8B+%E0%B8%A5%E0%B8%B2%E0%B8%9A%E2%80%8B+%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%95%E0%B9%89%E0%B8%A1/data=!4m7!3m6!1s0x313c0d0182330fcb:0x12614f30ce779709!8m2!3d17.3895839!4d104.7264871!16s%2Fg%2F11j7ql3krq!19sChIJyw8zggENPDERCZd3zjBPYRI?authuser=0&hl=th&rclk=1","ส้มตำถาดเนินสะอาด​ ลาบ​ ก้อยต้ม","5.0","(1)","ร้านอาหาร","·","9PQG+RHQ นพ.2011","เปิด","⋅ ปิด 21:30","https://lh5.googleusercontent.com/p/AF1QipO8xoh6kLFksqkb1A7oattHDXMvzKQW7_Su9_pM=w80-h166-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A7%E0%B8%AE%E0%B9%89%E0%B8%AD%E0%B8%99+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3/data=!4m7!3m6!1s0x313c0da1534167d7:0xd1a5ac840bdc7427!8m2!3d17.3835026!4d104.7350172!16s%2Fg%2F11kjpfjj2j!19sChIJ12dBU6ENPDERJ3TcC4SspdE?authuser=0&hl=th&rclk=1","แจ่วฮ้อน มหานคร","5.0","(1)","ร้านอาหาร","","","เปิด","⋅ ปิด 00:00","https://lh5.googleusercontent.com/p/AF1QipMaf85xfUqhBM3I8AysZbQfddjkVyOkH1LXgWKk=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%99%E0%B8%B2%E0%B8%8E+%E0%B8%A5%E0%B8%B2%E0%B8%9A+%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2+%E0%B8%95%E0%B9%89%E0%B8%A1/data=!4m7!3m6!1s0x313c0df67003f96b:0xfde8f9376ef444cf!8m2!3d17.3996488!4d104.6835402!16s%2Fg%2F11tct712wb!19sChIJa_kDcPYNPDERz0T0bjf56P0?authuser=0&hl=th&rclk=1","ก๋วยเตี๋ยวยายนาฎ ลาบ ก้อย ต้ม","5.0","(2)","ร้านอาหาร","·","9MXM+VC","ใกล้ปิดแล้ว","⋅ 19:30 ⋅ เปิด 06:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipP-GeBUxVQGf06Zq9HpwVstdMdtDbHbGQ8bUQU5=w163-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%84%E0%B8%81%E0%B9%88/data=!4m7!3m6!1s0x313c0d3fd2dec473:0x6bf576bddd7ab6a2!8m2!3d17.3891731!4d104.7267139!16s%2Fg%2F11h2c2ljl5!19sChIJc8Te0j8NPDERorZ63b129Ws?authuser=0&hl=th&rclk=1","ร้านหลวงเป็ดข้าวมันไก่ก๋วยเตี๋ยวไก่","4.4","(7)","ร้านอาหาร","·","นพ.2011","เปิด","⋅ ปิด 21:00","https://lh5.googleusercontent.com/p/AF1QipO3HFht1Bz5rjh4SZuvPb7yzlpodG3VnyusMgRt=w163-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%AD%E0%B8%B8%E0%B9%8A%E0%B8%A2%E0%B8%B8%E0%B9%8A+%E0%B8%AD%E0%B9%8A%E0%B8%B0%E0%B8%A2%E0%B9%8A%E0%B8%B0+%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%B2%E0%B8%A5%E0%B9%88%E0%B8%B2/data=!4m7!3m6!1s0x313c0dd120eefee7:0xdae12489564c1cf8!8m2!3d17.3691393!4d104.6726514!16s%2Fg%2F11l68trhr7!19sChIJ5_7uINENPDER-BxMVokk4do?authuser=0&hl=th&rclk=1","อุ๊ยุ๊ อ๊ะย๊ะ หม่าล่า","5.0","(1)","ปิ้งย่าง","·","9M9F+J2R","","","https://lh5.googleusercontent.com/p/AF1QipMccp6NHd9K7FJOZawIaIEtU8c4V9p5HBkUSBxc=w80-h106-k-no","สั่งกลับบ้าน","",""
"https://www.google.co.th/maps/place/%E0%B9%82%E0%B8%AD%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%88%E0%B8%B8%E0%B9%88%E0%B8%A1/data=!4m7!3m6!1s0x313c0c171ccc2773:0x3a377cedb9d38eae!8m2!3d17.3794271!4d104.737689!16s%2Fg%2F11f3x7s6_x!19sChIJcyfMHBcMPDERro7Tue18Nzo?authuser=0&hl=th&rclk=1","โอชารสหมูจุ่ม","4.5","(55)","ร้านอาหาร","·","185","เปิด","⋅ ปิด 23:00","https://lh5.googleusercontent.com/p/AF1QipMpOHKvORlUxq7H8gRu8M6Ems53apUFXukDwTqX=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B0/data=!4m7!3m6!1s0x313c0d5355f9de25:0x19da7ccc73d4f50b!8m2!3d17.3920207!4d104.7240776!16s%2Fg%2F11l2xs8tz5!19sChIJJd75VVMNPDERC_XUc8x82hk?authuser=0&hl=th&rclk=1","บ้านเนินหมูกระทะ","5.0","(2)","ร้านอาหาร","·","·","เปิด","⋅ ปิด 22:00","https://lh5.googleusercontent.com/p/AF1QipMRCLL65ee0_It6d2hQZj11KbJ6Z3HRd7N2w8Ek=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99+%E0%B9%81%E0%B8%AA%E0%B8%99%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A/data=!4m7!3m6!1s0x313c0c0d70009eb1:0x9e974fc879ccb89b!8m2!3d17.3884224!4d104.7309639!16s%2Fg%2F11l7mjdnm_!19sChIJsZ4AcA0MPDERm7jMechPl54?authuser=0&hl=th&rclk=1","ร้าน แสนแซ่บ","","","ร้านอาหาร","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b_EJqP7QVpKkcC34WR3vPw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=261.17587&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94+%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c093083bca717:0xe7a28c006bbc93df!8m2!3d17.3825539!4d104.7368385!16s%2Fg%2F11bwf7zqd8!19sChIJF6e8gzAJPDER35O8awCMouc?authuser=0&hl=th&rclk=1","ร้านก๋วยเตี๋ยวเป็ด นครพนม","4.3","(60)","ร้านก๋วยเตี๋ยว","·","9PMP+2PG","ใกล้ปิดแล้ว","⋅ 20:00 ⋅ เปิด 10:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipNTtQfZc19z_Emjs8Yq1m-sH3I5Z9A8Tgi45Iag=w122-h92-k-no","นั่งรับประทานที่ร้าน","",""
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%94%E0%B8%A7%E0%B8%87%E0%B9%83%E0%B8%88%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%88%E0%B8%B8%E0%B9%88%E0%B8%A1/data=!4m7!3m6!1s0x313c0df801dc5f8d:0x3db859af0c5a775!8m2!3d17.379824!4d104.682105!16s%2Fg%2F11f70_8mdt!19sChIJjV_cAfgNPDERdafF8JqF2wM?authuser=0&hl=th&rclk=1","ร้านอาหารคุณดวงใจหมูจุ่ม","","","ร้านอาหาร","·","405. หมู่3 ขามเฒ่า","เปิด","⋅ ปิด 21:00","https://lh5.googleusercontent.com/p/AF1QipOyoQZYJ3DE2sHUOhb_JqP3BBM8NGarfFWvh50X=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9B%E0%B8%B8%E0%B9%89%E0%B8%99pp/data=!4m7!3m6!1s0x313c0b9ae66ca50b:0xf524c197e56b865a!8m2!3d17.4137144!4d104.7148139!16s%2Fg%2F11gh2qkn3y!19sChIJC6Vs5poLPDERWoZr5ZfBJPU?authuser=0&hl=th&rclk=1","ร้านข้าวปุ้นpp","4.6","(8)","ชาบูชาบู","·","CP77+FWP","ปิดอยู่","⋅ เปิด 08:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipNSuHSOmUMcZ30ueQ5gczLDNfkvBWOcElzd4Lp9=w80-h142-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%88%E0%B9%89%E0%B9%81%E0%B8%99%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9B%E0%B8%B8%E0%B9%89%E0%B8%99%E0%B8%9A%E0%B8%B5%E0%B8%9A%E0%B8%AA%E0%B8%94+%E0%B8%95%E0%B8%B3%E0%B8%81%E0%B8%B2%E0%B9%80%E0%B8%97%E0%B8%A2/data=!4m7!3m6!1s0x313c0d82cff29acd:0xc3d451570fdbea1e!8m2!3d17.3789286!4d104.7377496!16s%2Fg%2F11h3967qdg!19sChIJzZryz4INPDERHurbD1dR1MM?authuser=0&hl=th&rclk=1","เจ้แนนข้าวปุ้นบีบสด ตำกาเทย","4.2","(6)","ร้านอาหาร","·","311","เปิด","⋅ ปิด 22:00","https://lh5.googleusercontent.com/p/AF1QipM4Qqkr4hv5xO3aAMokMtUc6V1_KGxkYobtJ8U8=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E2%80%9C%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%84%E0%B8%A3%E2%80%9D/data=!4m7!3m6!1s0x313c0dfc20a265b9:0xeaef9f44f20c69e4!8m2!3d17.3883221!4d104.7276638!16s%2Fg%2F11ldddwg3w!19sChIJuWWiIPwNPDER5GkM8kSf7-o?authuser=0&hl=th&rclk=1","ข้าวเปียกเส้น“บ้านนคร”","","","ร้านอาหาร","·","467 บ้าน","ใกล้ปิดแล้ว","⋅ 20:00 ⋅ เปิด 09:00 พฤ.","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=isS8I5SyRtliJ-4PzPmXYQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=37.521736&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%82%E0%B8%8A%E0%B8%84%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%9C%E0%B8%B2/data=!4m7!3m6!1s0x313c0fcd862f2df1:0x9a34fe780e602693!8m2!3d17.3811301!4d104.7371262!16s%2Fg%2F11gy321gxc!19sChIJ8S0vhs0PPDERkyZgDnj-NJo?authuser=0&hl=th&rclk=1","ร้านโชคชัยปลาเผา","5.0","(1)","ร้านอาหาร","·","หมู่บ้าน เลขที่ 127 หมู่ 2","","","https://lh5.googleusercontent.com/p/AF1QipOUAPuxnprwk8mLbX09hUHM2sVhXg9gE9iXugN_=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88+%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%A1%E0%B8%B0%E0%B8%A3%E0%B8%B0+%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%95%E0%B8%B8%E0%B9%8B%E0%B8%99/data=!4m7!3m6!1s0x313c0d0060d22203:0x34460f2231e4c5b0!8m2!3d17.3940961!4d104.7239891!16s%2Fg%2F11vzy47w_1!19sChIJAyLSYAANPDERsMXkMSIPRjQ?authuser=0&hl=th&rclk=1","ข้าวมันไก่ ก๋วยเตี๋ยวไก่มะระ ก๋วยเตี๋ยวเนื้อตุ๋น","5.0","(1)","ร้านก๋วยเตี๋ยว","·","9PVF+JHQ","เปิด","⋅ ปิด 21:00","https://lh5.googleusercontent.com/p/AF1QipN430m16tj7DaEDR235uzGQ5k1af4ey5Mv5814g=w134-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87/data=!4m7!3m6!1s0x313c0d000b9ebfb3:0xa75176bf71454ad9!8m2!3d17.3843353!4d104.6986941!16s%2Fg%2F11w4fxyk2v!19sChIJs7-eCwANPDER2UpFcb92Uac?authuser=0&hl=th&rclk=1","ร้านวารีอาหารตามสั่ง","","","ร้านอาหาร","·","9MMX+PFP นิตโย","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NVvjQvnxiDPkdDjypHnfbw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=186.18158&pitch=0&thumbfov=100","","",""
"https://www.google.co.th/maps/place/%E0%B8%99%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%B0%E0%B8%97%E0%B8%B0+%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%88%E0%B8%B4%E0%B9%89%E0%B8%A1%E0%B8%A3%E0%B8%AA%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%94/data=!4m7!3m6!1s0x313c0bced197797b:0xfd42bc70fe551582!8m2!3d17.4081879!4d104.7224239!16s%2Fg%2F11fqzmz8c6!19sChIJe3mX0c4LPDERghVV_nC8Qv0?authuser=0&hl=th&rclk=1","นรินทร์หมูกะทะ น้ำจิ้มรสเด็ด","3.5","(2)","ร้านอาหาร","·","255 หมู่ 10 บ้านนาราชควาย","เปิด","⋅ ปิด 22:00","https://lh5.googleusercontent.com/p/AF1QipMzQjVHmte9koXvRTcWxyIuszuBl7amQ1g-3JcV=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%85%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%81/data=!4m7!3m6!1s0x313c73c85b1a685b:0x617f35e4bbbd71ad!8m2!3d17.3780586!4d104.6382134!16s%2Fg%2F11fss2q10j!19sChIJW2gaW8hzPDERrXG9u-Q1f2E?authuser=0&hl=th&rclk=1","ร้านฅนบ้านนอก","5.0","(1)","ร้านอาหาร","·","บ้านดอนม่วง บ้านเลขที่94","ใกล้ปิดแล้ว","⋅ 19:30 ⋅ เปิด 06:00 พฤ.","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1zPv5_s2XAMYkbBN7CRyng&cb_client=search.gws-prod.gps&w=80&h=92&yaw=254.53789&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%9B%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%95%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B8%B9%E0%B9%81%E0%B8%8B%E0%B9%8A%E0%B8%9B+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+2+%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%B1%E0%B8%94%E0%B8%95%E0%B8%B3/data=!4m7!3m6!1s0x313c0ddd0749dc69:0x9f0dac65a26a303c!8m2!3d17.3798237!4d104.6821048!16s%2Fg%2F11fj0tn09p!19sChIJadxJB90NPDERPDBqomWsDZ8?authuser=0&hl=th&rclk=1","ปองเตเมนูแซ๊ป สาขา 2 สารพัดตำ","","","ร้านอาหาร","·","เลขที่ 154 ถนน นครพนม-ท่าอุเทน อาจสามารถ","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6JGKzjfEH5B0WPa7cYkzfg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=152.23332&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%8A%E0%B8%B2%E0%B8%A2%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%AB%E0%B8%A1%E0%B8%B6%E0%B9%88%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B9%8A%E0%B8%A2%E0%B8%A7+%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%81%E0%B8%8A%E0%B8%A1%E0%B8%9B%E0%B9%8C/data=!4m7!3m6!1s0x313c0c1125ba6957:0xbe29ee9303ec4e2!8m2!3d17.3823205!4d104.736941!16s%2Fg%2F11gf5wyzsp!19sChIJV2m6JREMPDER4sQ-MOme4gs?authuser=0&hl=th&rclk=1","ชายสี่หมึ่เกี๊ยว ก๋วยเตี๋ยวแชมป์","4.2","(20)","ร้านก๋วยเตี๋ยว","·","9PJP+WQG 2033","เปิด","⋅ ปิด 01:00","https://lh5.googleusercontent.com/p/AF1QipPDYzxFv-367khaELN3EVlpt-XtrfjbUaB9ksJE=w204-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AC/data=!4m7!3m6!1s0x313c0b4618cf5e6b:0x8152181615feea3b!8m2!3d17.4249629!4d104.7104327!16s%2Fg%2F11j61nshh7!19sChIJa17PGEYLPDERO-r-FRYYUoE?authuser=0&hl=th&rclk=1","บ้านสวนปลาวาฬ","5.0","(3)","ร้านอาหาร","·","หมู่บ้าน เลขที่ 229 หมู่ 5 น้อย","ปิดอยู่","⋅ เปิด 09:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipNwubaTfwvysZL9BSJf8ox5vueU5fcqo6qnHEBw=w122-h92-k-no","""บรรยาการดี เหมาะกับการรับธรรมชาติบำบัด""","",""
"https://www.google.co.th/maps/place/%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B8%95%E0%B9%89%E0%B8%AD%E0%B8%A2+@%E0%B8%9A.%E0%B9%80%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B0%E0%B8%AD%E0%B8%B2%E0%B8%94/data=!4m7!3m6!1s0x313c0de509809945:0xc5d0671c4242fc65!8m2!3d17.3916542!4d104.7278009!16s%2Fg%2F11s11q2hvd!19sChIJRZmACeUNPDERZfxCQhxn0MU?authuser=0&hl=th&rclk=1","ก๋วยเตี๋ยวป้าต้อย @บ.เนินสะอาด","3.8","(4)","ร้านก๋วยเตี๋ยว","·","9PRH+M47","ใกล้ปิดแล้ว","⋅ 20:00 ⋅ เปิด 10:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipO1SYjxQjySlTzqe5wmheVAKfifPVm6onGUR1Ha=w80-h118-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%AA%E0%B8%B8%E0%B8%82/data=!4m7!3m6!1s0x313c0c112c05a545:0x37846441920511b8!8m2!3d17.3817967!4d104.7371141!16s%2Fg%2F11c52gpdsv!19sChIJRaUFLBEMPDERuBEFkkFkhDc?authuser=0&hl=th&rclk=1","ร้านเติมสุข","4.2","(24)","ร้านอาหาร","·","9PJP+PR9","ปิดอยู่","⋅ เปิด 09:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipPgIoRhzPt7ryQVWlKhOWtu62DCX-2dbzXb2DTr=w141-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
